,Id,title,link,year,authors,citations,abstract
421,421,Identity-Based Blind Multisignature From Lattices,/document/8933041/,2019,"['Raylin Tso', 'Zi-Yuan Liu', 'Yi-Fan Tseng']",3,"Blind multisignature (BMS), first introduced by Horster et al, constitutes a crucial primitive that allows a user to generate a signature of a message from multiple signers, while the signers cannot obtain any information about the message. With these useful properties, blind multisignature is suitable for electronic payments and electronic voting. However, most of the current BMS schemes may be attacked by quantum computers in the future because they are based on traditional number theories, such as discrete logarithm assumption and large integer factor assumption. In this work, we first formalize the notion and the sound security models of the identity-based blind multisignature scheme (IDBMS). Then we present an instantiation based on lattices, along with rigorous proofs of the blindness and unforgeability under the lattice hard assumption (short integer solution, SIS), which is considered to remain secure under quantum computer attacks. To the best of our knowledge, it is the first identity-based quantum-resistant scheme that has the advantages of blind signature and multisignature."
422,422,SPMSMs HFI Based Self-Sensing Using Intentional Magnetic Saturation,/document/9296202/,2020,"['Ye Gu Kang', 'David Diaz Reigosa', 'Robert D. Lorenz']",1,"High-frequency injection (HFI) is widely used for zero-to-low speed self-sensing in machines with saliency. HFI algorithms use inductive saliency in the d- and q-axes to estimate the rotor position in permanent magnet synchronous machines (PMSMs). Generally speaking, surface PMSMs (SPMSMs), which are designed without inductive saliency, are not suitable for HFI inductive based self-sensing. In this article, a method to enhance HFI algorithms at zero-to-low speed for classically designed SPMSMs with low inductive saliency is presented. The proposed method is based on using intentional magnetic saturation under flux-intensifying (FI) operation, which will temporarily enable robust self-sensing operation in the zero-to-low speed region in machines that are not suitable for traditional HFI self-sensing."
423,423,"Multi-Level High Precision LBS Architecture Based on GNSS CORS Network, A Case Study of HNCORS",/document/8936459/,2019,"['Hua Sun', 'Mingxu Dong', 'Bin Chu', 'Minsi Ao', 'Chunhua Chen', 'Shouzhou Gu']",1,"With the rapid development of the ground infrastructure as CORS and mobile communication stations, the high precision LBS expand from the limited fields to the public. The comprehensive LBS platforms which meet the demands such as multi-precision level, massive user and desirable scalability, become critical for the public applications. In this paper, a new high precision LBS architecture based on GNSS CORS network is presented. The platform is deployed in the cloud computational environment. It is divided into two parts: data processing and allocation system individually. The virtual grids differential corrections are involved to optimize the real-time CORS stations data processing. Besides, the API/SDK module is introduced as a new service mode, which integrates the meter, decimeter, centimeter level LBS applications, respectively realized by the coordinates, pseudo range and carrier phase differential. With the daily needs of HNCORS network, the platform “SoBDS” is established. The experiments for decimeter level example shows that, the platform could support one million users, and it is compatible and scalable. The real-time positioning accuracy is ±0.425m and ±0.436m in east and north. The total accuracy is ±0.612m and ±0.773m in horizontal and vertical direction."
424,424,The Effects of Visual Stimuli on Attention in Children With Autism Spectrum Disorder: An Eye-Tracking Study,/document/9294011/,2020,"['Bilikis Banire', 'Dena Al-Thani', 'Marwa Qaraqe', 'Kamran Khowaja', 'Bilal Mansoor']",0,"Attention is one of the fundamental elements of effective learning. The design of learning environments often consists of a blend of visual stimuli. Investigating the effect of visual stimuli types on the attention of children with autism spectrum disorder (ASD) is important for the theoretical understanding of attention. This study explores the effect of social and nonsocial visual stimuli on the attention of children with ASD and typically developing (TD) children in a simulated virtual classroom. Forty-six participants (ASD = 20, TD = 26) took part in a series of attention tests, in which social and nonsocial visual stimuli were used as target stimuli. We examined four eye-gaze measures: time to first fixate, first fixation duration, average fixation duration, and the sum of fixation count. The results show that social and nonsocial stimuli do not affect the attention of ASD and TD children. However, TD children pay significantly greater attention to target stimuli than children with ASD. These findings emphasize the strengths of children with ASD during attention tasks and the potential for the use of eye-gaze measures to identify attention impairment in children with ASD. This study thus recommends an investigation methodology for on-task attention assessment in a learning environment."
425,425,Quantitative Analysis of AC/DC Side Harmonic Transfer Characteristics for Modular Multilevel Converter and Suppression Measures,/document/9281325/,2020,"['Bo Yue', 'Nian Mei', 'Pengfan Xu', 'Yue Wang', 'Taiyuan Yin', 'Zhenyu Li', 'Yonghui Liu']",0,"MMC (Modular Multilevel Converter) is the preferred topology for renewable energy delivery, but renewable energy resources, such as wind farms, contains much harmonic components. Compared with two-level VSC (Voltage Source Converter), the internal dynamic characteristics of MMC have great impact on the harmonic transmission. This paper quantitatively analyzes the harmonic transferring mechanism from one side to the other side of MMC, and deduces the time-domain analytical expression of the harmonic response on the MMC's other side. Firstly, the influence of background harmonic on MMC's control system and electrical system are quantitatively analyzed. On this basis, the equivalent circuit of MMC's electrical system considering its internal dynamics is established to accurately calculate the effect of background harmonic on the MMC's other side. In addition, the harmonic transferring impedance in frequency-domain is also defined in this paper, based on that the influence of background harmonic on the MMC's other side can be calculated quickly. According to the harmonic transferring characteristics analyzed above, a zero-sequence virtual damping strategy is proposed for the first time to suppress the background harmonic transferring. Finally, a 232-level 500kV MMC simulated model is built in MATLAB/Simulink to verify the accuracy of the harmonic transferring calculation method and the effectiveness of the virtual damping suppression strategy."
426,426,Permanent Magnet Vernier Machines for Direct-Drive Offshore Wind Power: Benefits and Challenges,/document/9714322/,2022,"['Dileep Kumar Kana Padinharu', 'Guang-Jin Li', 'Zi-Qiang Zhu', 'Richard Clark', 'Arwyn Thomas', 'Ziad Azar', 'Alexander Duke']",0,"Permanent magnet Vernier (PM-V) machines, at low power levels (few kWs), have shown a great potential to improve the torque density of existing direct-drive PM machines without much compromising on efficiency or making the machine structure more complicated. An improved torque density is very desirable for offshore wind power applications where the size of the direct-drive machine is an increasing concern. However, the relatively poor power factors of the PM-V machines will increase the power converter rating and hence cost. The objective of this paper is to review the benefits and challenges of PM-V machines for direct-drive offshore wind power applications. The review has been presented considering the system-level (direct-drive generator + converter) performance comparison between the surface-mounted permanent magnet Vernier (SPM-V) machines and the conventional SPM machines. It includes the indepth discussion on the challenges facing the PM-V machines when they are scaled up for multi-MW offshore wind power application. Other PM-V topologies discussed in literature have also been reviewed to asses their suitability for offshore wind power application."
427,427,Systematic Transistor Sizing of a CNFET-Based Ternary Inverter for High Performance and Noise Margin Enlargement,/document/9687537/,2022,"['Mehdi Takbiri', 'Keivan Navi', 'Reza Faghih Mirzaee']",0,"Noise and variation are the two major challenges for the reliability of digital circuits, especially multiple-valued logic (MVL) circuits where the entire voltage range is divided into some narrow zones. In spite of few correct examples, many ternary inverters with reduced noise margins have been presented in the literature. The defect is mainly because of their improperly shaped voltage transfer characteristic (VTC). With proper transistor sizing, we can rectify the problem and provide uniformly wide noise margin values while maintaining power-delay product (PDP) low. As far as we know, none of the previous ternary inverters has been given based on a methodical transistor sizing procedure. In this paper, a systematic transistor sizing through physical equations is suggested for an existing standard ternary inverter (STI), whose original sizes for the carbon nanotube FETs (CNFETs) are inappropriate. This paper includes a comprehensive investigation to determine appropriate values for the physical parameters of the CNFET-based STI. Compared with the original design, with a negligible increase in circuit delay and area, simulation results show that the proposed ternary inverter can increase noise margin and static noise margin by up to 47.7% and 83.3%, respectively."
428,428,A Novel Parallel Architecture for Template Matching based on Zero-Mean Normalized Cross-Correlation,/document/8938711/,2019,"['Xiaotao Wang', 'Xingbo Wang', 'Liangliang Han']",3,"Template matching based on zero-mean normalized cross-correlation measure (ZNCC) has been widely used in a broad range of image processing applications. To meet the requirements for high processing speed, small size, and variable image size in automatic target recognition systems, a novel field-programmable gate array (FPGA)-based parallel architecture is presented in this paper for the ZNCC computation. The proposed architecture employs two groups of RAM blocks, one of which is used for the multiply-accumulate operations of the real and the reference images and the other for data rearrangement of the reference image, and their functions are switched through 2-input multiplexers when searching at the next row. Moreover, the sum of the pixels in the searching area of the real image is computed through serially accumulating the differences between the new column in the current searching area and the old column in the last searching area using one dual-port RAM. Simultaneously, the sum of the squares of the pixels is calculated in the same way. Using the Altera Stratix II FPGA chip (EP2S90F780I4) as the target device, the compilation results with Quartus II show that compared with the traditional architecture, the synthesis logic utilization decreases from 63% to 35% and the usage of DSP blocks decreases from 59% to 39%, while the memory bits only increase by 8% and the usage of other resources is nearly the same. The simulation and practical experimental results show that the proposed architecture can effectively improve the performance of the practical automatic target recognition system."
429,429,Policy Distillation for Real-Time Inference in Fronthaul Congestion Control,/document/9618962/,2021,"['Jean P. Martins', 'Igor Almeida', 'Ricardo Souza', 'Silvia Lins']",0,"Centralized Radio Access Networks (C-RANs) are improving their cost-efficiency through packetized fronthaul networks. Such a vision requires network congestion control algorithms to deal with sub-millisecond delay budgets while optimizing link utilization and fairness. Classic congestion control algorithms have struggled to optimize these goals simultaneously in such scenarios. Therefore, many Reinforcement Learning (RL) approaches have recently been proposed to deal with such limitations. However, when considering RL policies’ deployment in the real world, many challenges exist. This paper deals with the real-time inference challenge, where a deployed policy has to output actions in microseconds. The experiments here evaluate the tradeoff of inference time and performance regarding a TD3 (Twin-delayed Deep Deterministic Policy Gradient) policy baseline and simpler Decision Tree (DT) policies extracted from TD3 via a process of policy distillation. The results indicate that DTs with a suitable depth can maintain performances similar to those of the TD3 baseline. Additionally, we show that by converting the distilled DTs to rules in C++, we can make inference-time nearly negligible, i.e., sub-microsecond time scale. The proposed method enables the use of state-of-the-art RL techniques to congestion control scenarios with tight inference-time and computational constraints."
430,430,Dispatch for Urban Integrated Heat and Power System Considering Secondary PM2.5 Under Smart Environmental Sensing,/document/8930512/,2019,"['Sicheng Peng', 'Hongxia Wang', 'Yuqiong Zhang', 'Dichen Liu', 'Jinchang Li', 'Hengrui Ma']",0,
431,431,IEEE Access Special Section Editorial: Secure Modulations for Future Wireless Communications and Mobile Networks,/document/8939522/,2019,"['Feng Shu', 'Shihao Yan', 'Dongming Wang', 'Xiangwei zhou', 'Jiangzhou Wang']",0,"Security has become an extremely important research topic in wireless networks over the last decade, as it is intimately related to both individual privacy and national security. Directional modulation, as a conventional type of secure modulations, transmits confidential information along the desired directions of legitimate receivers, and artificial noise in other directions, to deliberately confuse eavesdroppers in line-of-sight channels. Recently, artificial noise is also introduced into spatial modulation, leading to a secure spatial modulation strategy. In this Special Section in IEEE A CCESS, secure modulation is defined broadly as any secure modulation method, which includes, but is not limited to, secure directional modulation, secure spatial modulation, and secure index modulation."
432,432,Consensus-Based Multi-Person Decision Making Using Consistency Fuzzy Preference Graphs,/document/8930521/,2019,"['Jia Jia', 'Atiq Ur Rehman', 'Muhammad Hussain', 'Dejun Mu', 'Muhammad Kamran Siddiqui', 'Imran Zulfiqar Cheema']",1,"This paper presents consensus based multi-person decision making (MPDM) using consistency graphs (additive consistent and order consistent) in a fuzzy environment. At the first level, consistency analysis is put forward after defining consistent fuzzy preference graph (CFPG) with the help of additive transitivity. This analysis further leads us to determine priority weights vector of the decision-makers (DMRs) after evaluation consistency weights. At the second level, the consensus analysis helps us to determine whether the selection process should be initiated or not. If the consensus degree amongst DMRs does not reach a minimum acceptable level, then the enhancement mechanism plays a central role to improve the consensus level by giving suitable suggestions to DMRs. In the end, the weighted sum operator (WSO) is used to get aggregated consistency fuzzy preference graph (AgCFPG) and the order consistency property provides us sufficient information to rank the alternatives."
433,433,Analysis of Data Management in Blockchain-Based Systems: From Architecture to Governance,/document/8938787/,2019,"['Hye-Young Paik', 'Xiwei Xu', 'H. M. N. Dilum Bandara', 'Sung Une Lee', 'Sin Kuang Lo']",46,"In a blockchain-based system, data and the consensus-based process of recording and updating them over distributed nodes are central to enabling the trustless multi-party transactions. Thus, properly understanding what and how the data are stored and manipulated ultimately determines the degree of utility, performance, and cost of a blockchain-based application. While blockchains enhance the quality of the data by providing a transparent, immutable, and consistent data store, the technology also brings new challenges from a data management perspective. In this paper, we analyse blockchains from the viewpoint of a developer to highlight important concepts and considerations when incorporating a blockchain into a larger software system as a data store. The work aims to increase the level of understanding of blockchain technology as a data store and to promote a methodical approach in applying it to large software systems. First, we identify the common architectural layers of a typical software system with data stores and conceptualise each layer in blockchain terms. Second, we examine the placement and flow of data in blockchain-based applications. Third, we explore data administration aspects for blockchains, especially as a distributed data store. Fourth, we discuss the analytics of blockchain data and trustable data analytics enabled by blockchain. Lastly, we examine the data governance issues in blockchains in terms of privacy and quality assurance."
434,434,Finite Time Annular Domain Robust Stability Analysis and Controller Design for T-S Fuzzy Interval Positive Systems,/document/9715078/,2022,"['Baolong Zhu', 'Tong Yang', 'Zhiguo Yan']",0,"This paper is concerned with the finite time annular domain robust stability (FTADRS) analysis and controller design for T-S fuzzy positive systems with interval uncertainties. The concept of finite time annular domain stability is first introduced for positive systems. Based on this and using the copositive Lyapunov function approach, some sufficient conditions for FTADRS are derived. Subsequently, the finite time annular domain robust controller is designed via the linear programming technique. Finally, two numerical examples and an application example are employed to show the effectiveness of our results."
435,435,An Active and Reactive Power Controller for Battery Energy Storage System in Microgrids,/document/9687551/,2022,"['Jun-Ting Gao', 'Chang-Heng Shih', 'Chun-Wei Lee', 'Kuo-Yuan Lo']",1,"Battery energy storage systems (BESS) are widely used for renewable energy applications, especially in stabilizing the power system with ancillary services. The objective of this paper is to propose an active and reactive power controller for a BESS in microgrids. The proposed controller can operate the BESS with active and reactive power conditions and realize power smoothing and voltage regulation. The demanded active power flow generated through a low pass filter (LPF) is used to control the power smoothing for microgrids. LPF design is presented based on the BESS sizing and genetic algorithm (GA). The demanded reactive power flow generated according to the reactive current calculation is used to compensate the microgrid voltage to fulfill the voltage regulation. The analysis of the vector diagram is adopted to validate the proposed controller and to explain the applicability and functionality of the voltage regulation for microgrids. To verify the validity of the proposed controller, a 1-kW grid-connected inverter is built to demonstrate the ability of power smoothing and voltage regulation. Both simulations and hardware experimental results agree well with the theoretical analysis."
436,436,FlexDRAN: Flexible Centralization in Disaggregated Radio Access Networks,/document/9690182/,2022,"['Chia-Yu Chang', 'Navid Nikaein', 'Thrasyvoulos Spyropoulos', 'Koen De Schepper']",0,"Radio Access Network (RAN) disaggregation allows operators to mix-and-match multivendor components and bring RAN services from one end to the other. Despite this goal, issues of resource misuse or performance undershoot may arise because of inflexible RAN function deployment and uncoordinated decision-making across different network segments. To address these issues, this paper considers full flexibility in the synthesis of end-to-end RAN services from a set of disaggregated and uncoordinated components. In particular, five design factors are jointly considered to maximize the overall network spectral efficiency: (1) User association, (2) Remote radio unit clustering, (3) RAN functional split, (4) Fronthaul network routing, and (5) Baseband unit placement. To efficiently deal with the formulated problem, we propose a two-level turbo-based solution and compare its performance with several related works. The simulation results show that our proposed solution can not only achieve a 1.33-times spectral efficiency gain compared with state-of-the-art methods, but also provides 1.27 and 1.74 multiplexing benefits for computing and networking resources, respectively."
437,437,A Four-Phase Passive Mixer-First Receiver With a Low-Power Complementary Common-Gate TIA,/document/9274296/,2020,"['Indrajit Das', 'Nagarjuna Nallam']",1,"This paper presents a four-phase passive mixer-first receiver using a common-gate (CG) trans-impedance amplifier (TIA), instead of a conventional shunt-feedback amplifier. The four-transistor TIA used in this work combines current-reuse with cross-coupled g
m
-boosting to achieve a reduced noise figure (NF) at low power levels. Moreover, complementary derivative-superposition (CDS) linearization within the TIA helps to improve the linearity with no additional power overhead. A prototype receiver is implemented in a 180 nm CMOS technology. The receiver operates from 0.3 to 1.3 GHz with a conversion gain of 21.9 dB. In measurements, the receiver achieved a noise figure of 5.8 dB and an in-band (IB) IIP3 of +7.2 dBm while consuming 0.34 mW power per TIA at 1 GHz. The measured spurious-free dynamic range (SFDR) at 1 GHz is 76.9 dB."
438,438,Who Speaks Like a Style of Vitamin: Towards Syntax-Aware Dialogue Summarization Using Multi-Task Learning,/document/9664379/,2021,"['Seolhwa Lee', 'Kisu Yang', 'Chanjun Park', 'João Sedoc', 'Heuiseok Lim']",0,"Abstractive dialogue summarization is a challenging task for several reasons. First, most of the key information in a conversation is scattered across utterances through multi-party interactions with different textual styles. Second, dialogues are often informal structures, wherein different individuals express personal perspectives, unlike text summarization, tasks that usually target formal documents such as news articles. To address these issues, we focused on the association between utterances from individual speakers and unique syntactic structures. Speakers have unique textual styles that can contain linguistic information, such as voiceprint. To do this, we used ad-hoc analysis to explore speakers’ text styles and constructed a syntax-aware model by leveraging linguistic information (i.e., POS tagging), which alleviates the above issues by inherently distinguishing utterances from individual speakers. Our approach allows for both data and model-centric investigation. Also, we employed multi-task learning of both syntax-aware information and dialogue summarization. To the best of our knowledge, our approach is the first method to apply multi-task learning to the dialogue summarization task. Experiments on a SAMSum corpus (a large-scale dialogue summarization corpus) demonstrated that our method improved upon the vanilla model. Consequently, we found that our efforts of syntax-aware approach have been reflected by the model."
439,439,Ankle Joint Torque Prediction Based on Surface Electromyographic and Angular Velocity Signals,/document/9272292/,2020,"['Chanjuan Su', 'Shurong Chen', 'Haiyan Jiang', 'Yan Chen']",1,"Joint torque prediction plays an important role in quantitative limb rehabilitation assessment and exoskeleton robot, and it is essential to acquire feedback or feedforward signal for adaptive functional electrical stimulation (FES) control. The Surface electromyography (sEMG) signal is one of the basic processing techniques to detect muscle activity, and also one favorable technique to estimate joint torque. In order to predict joint torque in a wide range of real time convenient applications, it is necessary to fuse sEMG signals with other convenient physical sensors such as accelerometers and gyroscopes, herein, we use a time delay artificial neural network to predict human joint force of ankle eversion and inversion based on sEMG and angular velocity signals. We testify our method on the data recorded from 8 subjects (5 healthy subjects and 3 patients) who are on isokinetic ankle eversion and inversion. The results show that the mean Cross-correlation coefficients (ρ) and the mean normalized root-mean-square deviation (NRMSE %) calculated between the prediction and the real value for isokinetic contraction is 0.966±0.019 and 7.9% ±0.026. Compared with artificial neural network (ANN) and support vector regression (SVR), the proposed method can predict the joint torque effectively. For the future application, the method has the potential to be employed to predict the ankle moments in real-time application for quantitative lower limb rehabilitation assessment and exoskeleton robot control."
440,440,Deep Code-Comment Understanding and Assessment,/document/8920024/,2019,"['Deze Wang', 'Yong Guo', 'Wei Dong', 'Zhiming Wang', 'Haoran Liu', 'Shanshan Li']",2,"Code comments are a key software component for program comprehension and software maintainability. High-quality code and comments are urgently needed by data-driven models widely used in tasks like code summarization. Many existing approaches for assessing the quality of comments are machine learning based classification algorithms or rely on heuristic rules. These approaches are difficult to capture the complicated features of text data and are often limited in accuracy, efficiency, and generalization ability. In this paper, we convert the quality assessment of code comments into a classification problem based on the multi-input neural network. We summarize the input, the code and comments, into vectors using the attention-based Bi-LSTM model and the weighted GloVe model, respectively, and concatenate the code vectors and the comment vectors as the input of the Multiple-Layer Perceptron classifier for the comment quality assessment. Experimental results show that our approach, in general, outperforms the previous technique, on both our labeled dataset and the public dataset, with the F1-score of 96.91% and 91.90%, respectively. Using the training set and the testing set from distinct sources, our approach can still achieve reasonable performance, which demonstrates its generalization ability."
441,441,Cross-Lingual Passage Re-Ranking With Alignment Augmented Multilingual BERT,/document/9274323/,2020,"['Dongmei Chen', 'Sheng Zhang', 'Xin Zhang', 'Kaijing Yang']",1,"The task of Cross-lingual Passage Re-ranking (XPR) aims to rank a list of candidate passages in multiple languages given a query, which is generally challenged by two main issues: (1) the query and passages to be ranked are often in different languages, which requires strong cross-lingual alignment, and (2) the lack of annotated data for model training and evaluation. In this article, we propose a two-stage approach to address these issues. At the first stage, we introduce the task of Cross-lingual Paraphrase Identification (XPI) as an extra pre-training to augment the alignment by leveraging a large unsupervised parallel corpus. This task aims to identify whether two sentences, which may be from different languages, have the same meaning. At the second stage, we introduce and compare three effective strategies for cross-lingual training. To verify the effectiveness of our method, we construct an XPR dataset by assembling and modifying two monolingual datasets. Experimental results show that our augmented pre-training contributes significantly to the XPR task. Besides, we directly transfer the trained model to test on out-domain data which are constructed by modifying three multi-lingual Question Answering (QA) datasets. The results demonstrate the cross-domain robustness of the proposed approach."
442,442,Feedback Module Based Convolution Neural Networks for Sound Event Classification,/document/9605665/,2021,"['Gwantae Kim', 'David K. Han', 'Hanseok Ko']",0,"Sound event classification is starting to receive a lot of attention over the recent years in the field of audio processing because of open datasets, which are recorded in various conditions, and the introduction of challenges. To use the sound event classification model in the wild, it is needed to be independent of recording conditions. Therefore, a more generalized model, that can be trained and tested in various recording conditions, must be researched. This paper presents a deep neural network with a dual-path frequency residual network and feedback modules for sound event classification. Most deep neural network based approaches for sound event classification use feed-forward models and train with a single classification result. Although these methods are simple to implement and deliver reasonable results, the integration of recurrent inference based methods has shown potential for classification and generalization performance improvements. We propose a weighted recurrent inference based model by employing cascading feedback modules for sound event classification. In our experiments, it is shown that the proposed method outperforms traditional approaches in indoor and outdoor conditions by 1.94% and 3.26%, respectively."
443,443,Medium Voltage Large-Scale Grid-Connected Photovoltaic Systems Using Cascaded H-Bridge and Modular Multilevel Converters: A Review,/document/9294009/,2020,"['Ahmed Ibrahim Elsanabary', 'Georgios Konstantinou', 'Saad Mekhilef', 'Christopher David Townsend', 'Mehdi Seyedmahmoudian', 'Alex Stojcevski']",13,"Medium-voltage (MV) multilevel converters are considered a promising solution for large scale photovoltaic (PV) systems to meet the rapid energy demand. This article focuses on reviewing the different structures and the technical challenges of modular multilevel topologies and their submodule circuit design for PV applications. The unique structure of the converter's submodule provides modularity, independent control of maximum power point tracking (MPPT), galvanic isolation, etc. Different submodule circuits and MPPT methods to efficiently extract the PV power are reviewed. The integration of the multilevel converters to PV systems suffers unbalanced power generation during partial PV shading conditions. Several balancing strategies to solve this problem are presented and compared to give a better understanding of the balancing ranges and capabilities of each strategy. In addition, the paper discusses recent research advancements, and possible future directions of MV converters-based large-scale PV systems for grid integration."
444,444,Finite-Time Trajectory Tracking Control of Output-Constrained Uncertain Quadrotor,/document/9273006/,2020,"['Abid Raza', 'Fahad Mumtaz Malik', 'Naveed Mazhar', 'Hameed Ullah', 'Rameez Khan']",10,"In this article, a finite-time robust tracking control of output constrained multirotor unmanned aerial vehicle (UAV) is proposed. A finite-time sliding mode control (SMC) technique with barrier Lyapunov function (BLF) is used to assure robustness of the derived control laws while maintaining the output in specified constraints. A comparison of the proposed controller is carried out with conventional SMC to manifest the effectiveness of the output-constrained tracking control. Numerical simulations of quadrotor UAV with exogenous disturbances and time-invariant output constraints demonstrate the efficacy of the proposed controller regarding robustness, finite-time convergence, and chattering reduction."
445,445,Color Edge Detection Using the Normalization Anisotropic Gaussian Kernel and Multichannel Fusion,/document/9292969/,2020,"['Dongyun Wang', 'Jiawei Yin', 'Chu Tang', 'Xiaojun Cheng', 'Binzhao Ge']",2,"Color edge detection is a key technique in image processing for vision engineering. In this paper, a new edge detector based on normalized Anisotropic Gaussian Directional Derivative and Multi-channel Gradient Matrix Fusion is proposed. Firstly, the color image is decomposed into six components in the RGB model and the HSV model, respectively. The gradient amplitude of the image edge is emphasized by Contrast Limited Adaptive Histogram Equalization (CLAHE). A normalized Anisotropic Gaussian Derivative is constructed by Multi-direction ANGK to extract the edge strength map of original color image. Finally, Singular Value Decomposition (SVD) was adopted to fuse each channel component in combination with a Multi-channel Morphological Gradient Derivative Matrix to improve the accuracy of edge detection. The proposed detector is compared with three state-of-art edge detectors with the Berkeley dataset (BSDS500) as the database. The results show that the proposed algorithm is more prominent in the performance of noise robustness and edge detection resolution."
446,446,Clustering and Classification for Time Series Data in Visual Analytics: A Survey,/document/8930535/,2019,"['Mohammed Ali', 'Ali Alqahtani', 'Mark W. Jones', 'Xianghua Xie']",12,"Visual analytics for time series data has received a considerable amount of attention. Different approaches have been developed to understand the characteristics of the data and obtain meaningful statistics in order to explore the underlying processes, identify and estimate trends, make decisions and predict the future. The machine learning and visualization areas share a focus on extracting information from data. In this paper, we consider not only automatic methods but also interactive exploration. The ability to embed efficient machine learning techniques (clustering and classification) in interactive visualization systems is highly desirable in order to gain the most from both humans and computers. We present a literature review of some of the most important publications in the field and classify over 60 published papers from six different perspectives. This review intends to clarify the major concepts with which clustering or classification algorithms are used in visual analytics for time series data and provide a valuable guide for both new researchers and experts in the emerging field of integrating machine learning techniques into visual analytics."
447,447,Experimental Investigation of the Effects of Reactor Neutron-Gamma Pulse Irradiation on SiGe HBTs Under Different Bias Conditions,/document/9627672/,2021,"['Zhuoqi Li', 'Shuhuan Liu', 'Ci Song', 'Ning Han', 'Mathew Adefusika Adekoya']",0,"The degradation characteristics of silicon-germanium heterojunction bipolar transistors (SiGe HBTs) under different bias modes (forward, cutoff and saturation) during irradiation were reported after multiple pulsed neutron-gamma irradiation at room temperature. The radiation-sensitive parameters of the test samples, including base current I
B
, collector current I
C
 and DC current gain 
 β 
, were measured and compared before and after every reactor n-
 γ 
 pulse irradiation. The test results show that I
B
 increased with increasing fluence, and I
C
 slightly increased in the low base-emitter voltage V
BE
 region (approximately from 0.4 V to 0.5 V) and decreased in the high-V
BE
 region (approximately V
BE
 >0.5 V). Moreover, the degradation degree of the test samples was different under different bias conditions. The performance of the test samples under cutoff bias mode displayed the most serious degradation, while those under forward bias mode suffered minimum damage. Meanwhile, the time-dependent annealing characteristics of the DC current gain for SiGe HBTs at various bias conditions were compared and analyzed."
448,448,Resilience Analysis of Discrete-Time Networked System in the Presence of Information Disclosure,/document/8932468/,2019,"['Ziqian Zheng', 'Chao Yang', 'Wen Yang']",2,"Nowadays, security attacks on cyber physical systems have been reported frequently, wherein the eavesdropping attack is an usual hidden type of passive attack. In this paper, we consider the resilience of a discrete-time networked system in the presence of eavesdropping attacks. First, we analyze the convergence properties of the networked system. Then we provide necessary and sufficient conditions under which the eavesdropper can infer the states of the networked system by observing the states of partial of nodes, and also provide necessary conditions when the network has some nodes with zero out-degree. Finally, we verify all the derived theoretical results by numerical simulations, and show the relation of the node role in the network and the eavesdropping performance in some typical networks."
449,449,D-Band Perfect Anomalous Reflectors for 6G Applications,/document/9624988/,2021,"['Yuto Kato', 'Kohei Omori', 'Atsushi Sanada']",0,"We demonstrate anomalous reflectors at 140 GHz for the application of 6G communication coverage expansion. The reflectors are designed on cyclo-olefin polymer (COP) substrates on the basis of measured complex permittivity and conductivity at millimeter frequencies obtained with the balanced-type circular disk resonator method. From full-wave simulations, we confirm that nearly perfect anomalous reflection characteristics are realized with suppressed parasitic reflections in undesired directions. The simulated efficiencies excluding the material losses of the reflectors designed with the reflection angle 
 θR=30∘ 
, 45°, 60°, and 75° are 99.5%, 98.9%, 99.7%, and 99.8%, respectively. In addition, we fabricate the designed reflectors on the COP substrates and experimentally evaluate their anomalous reflection performances. The measured overall efficiencies of the reflectors with 
 θR=45∘ 
, 60°, and 75° are 88.0%, 83.6%, and 81.6%, respectively. This is the first demonstration of highly efficient anomalous reflectors in the D-band."
450,450,"Signal Denoising Method Combined With Variational Mode Decomposition, Machine Learning Online Optimization and the Interval Thresholding Technique",/document/9285233/,2020,"['Zhenxing Liu', 'Jianhua Chang', 'Hongxu Li', 'Luyao Zhang', 'Sicheng Chen']",1,"The signal-to-noise ratio of lidar signals decreases rapidly with an increase in distance, which seriously affects the application of lidar detection technology. Variational mode decomposition (VMD) has performed optimality in dealing with noise, but the number of modes, 
 K 
, and the penalty parameter, 
 α 
, must be preset. Therefore, a novel lidar signal denoising method that combines VMD with machine learning online optimization (MLOO) and the interval thresholding (IT) technique, named VMD-MLOO-IT, is proposed in this article. The proposed method defines new fitness functions to evaluate the result of VMD-based denoising, and selects the optimal parameters by the model which development by MLOO. In addition, IT is used to deal with the recovered signal. The experimental results demonstrate the superiority of the presented method over the other empirical mode decomposition-based and VMD-based denoising methods."
451,451,Dynamic Computation Offloading Based on Graph Partitioning in Mobile Edge Computing,/document/8936864/,2019,"['Guangshun Li', 'Qingyan Lin', 'Junhua Wu', 'Ying Zhang', 'Jiahe Yan']",5,
